"Story","Title","Result","Date","Stability","Duration (s)"
"As a customer I would like to choose a product so that it purchases in the old checkout","test address registration at the old checkout","SUCCESS","2021-12-06T11:07:59.603-05:00[America/Bogota]","0.0","82.47"
